Conversation Pair,Speaker,Text,Emotion,Probability
Pair 2,Alex,Does this mean I have cancer?,disgust,0.0002
Pair 2,Alex,Does this mean I have cancer?,trust,0.0001
Pair 2,Alex,Does this mean I have cancer?,sadness,0.0001
Pair 2,Alex,Does this mean I have cancer?,joy,0
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",surprise,0.7142
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",trust,0.3273
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",anticipation,0.1822
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",fear,0.1403
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",joy,0.042
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",disgust,0.0254
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",sadness,0.0151
Pair 2,Cognito,"A positive FOBT result does not necessarily mean you have cancer. It indicates that blood was detected in your stool, which could be from various benign or malignant sources. A colonoscopy is the next step to identify the cause of the bleeding and confirm if cancer is present.",anger,0.0132
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,fear,0.9922
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,surprise,0.8647
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,sadness,0.3045
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,disgust,0.2174
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,anticipation,0.0247
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,trust,0.009
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,anger,0.0064
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,joy,0.0001
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,surprise,0.19
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,trust,0.1688
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,anticipation,0.1117
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,joy,0.0425
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,fear,0.0324
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,disgust,0.0174
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,sadness,0.0074
Pair 3,Cognito,A colonoscopy is the most effective method for detecting the source of bleeding in the colon. It allows doctors to examine the entire colon and remove any suspicious polyps or tissue for further analysis. Skipping this test could delay the diagnosis of potentially serious conditions.,anger,0.0059
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,surprise,0.7597
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,fear,0.1202
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,disgust,0.0582
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,anticipation,0.0206
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,sadness,0.0034
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,anger,0.0015
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,trust,0.0013
Pair 4,Alex,Ive heard colonoscopies are painful. Is that true?,joy,0
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",surprise,0.3744
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",trust,0.2609
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",anticipation,0.1356
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",joy,0.0307
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",fear,0.0179
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",disgust,0.0134
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",sadness,0.0091
Pair 4,Cognito,"Most people do not experience pain during a colonoscopy. The procedure is usually performed under sedation, so you may feel minimal discomfort. Some may experience mild bloating or cramping afterward, but the benefits of early detection of conditions like polyps or cancer typically outweigh these temporary effects.",anger,0.0064
Pair 5,Alex,Im not ready for this. Is there another test I can take?,surprise,0.8744
Pair 5,Alex,Im not ready for this. Is there another test I can take?,trust,0.2122
Pair 5,Alex,Im not ready for this. Is there another test I can take?,fear,0.1863
Pair 5,Alex,Im not ready for this. Is there another test I can take?,anger,0.1761
Pair 5,Alex,Im not ready for this. Is there another test I can take?,disgust,0.0706
Pair 5,Alex,Im not ready for this. Is there another test I can take?,sadness,0.0391
Pair 5,Alex,Im not ready for this. Is there another test I can take?,anticipation,0.0334
Pair 5,Alex,Im not ready for this. Is there another test I can take?,joy,0.0005
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",surprise,0.4049
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",trust,0.2297
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",anticipation,0.1028
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",joy,0.0639
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",fear,0.0424
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",disgust,0.032
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",anger,0.0187
Pair 5,Cognito,"While there are other diagnostic tests, such as a CT colonography or a flexible sigmoidoscopy, they are not as comprehensive as a colonoscopy. These alternatives may not detect small polyps or abnormalities in the entire colon, making a colonoscopy the gold standard for thorough investigation.",sadness,0.0117
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,anticipation,0.2952
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,fear,0.2532
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,surprise,0.2359
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,sadness,0.0008
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,trust,0.0007
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,anger,0.0007
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,disgust,0.0006
Pair 6,Alex,How long do I have to wait before I know if I have cancer?,joy,0.0001
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",surprise,0.4774
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",trust,0.3349
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",anticipation,0.2681
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",fear,0.0794
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",joy,0.0498
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",disgust,0.0445
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",sadness,0.0275
Pair 6,Cognito,"After your colonoscopy, any polyps or tissue samples taken will be sent for biopsy, and results typically take a few days to a week. The timing depends on the clinic's processing time and lab availability. Your doctor will notify you as soon as results are available.",anger,0.017
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,fear,0.8761
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,anticipation,0.4538
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,surprise,0.2815
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,disgust,0.057
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,sadness,0.0024
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,anger,0.0012
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,trust,0.0009
Pair 7,Alex,Can I do anything to avoid a colonoscopy? I’m really anxious about it.,joy,0.0001
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",fear,0.873
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",surprise,0.4201
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",anticipation,0.2291
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",trust,0.1045
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",disgust,0.0207
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",joy,0.016
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",anger,0.0139
Pair 7,Cognito,"Currently, a colonoscopy is the most reliable method for diagnosing the cause of a positive FOBT result. It’s understandable to feel anxious, but avoiding the procedure could result in missing important early warning signs of serious conditions such as colorectal cancer.",sadness,0.0107
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,fear,0.8911
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,anticipation,0.6487
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,surprise,0.3735
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,trust,0.1441
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,anger,0.0945
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,disgust,0.0416
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,sadness,0.0272
Pair 8,Alex,I feel like I’m getting more and more anxious the more I learn. What can I do?,joy,0.0002
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",trust,0.1268
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",fear,0.0915
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",surprise,0.0757
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",anticipation,0.0638
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",disgust,0.0023
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",joy,0.002
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",sadness,0.0019
Pair 8,Cognito,"Anxiety surrounding medical procedures is common. You may benefit from speaking with a healthcare provider about your concerns. They can offer support, including medication to reduce anxiety or more information about what to expect during the procedure to ease your worries.",anger,0.0014
Pair 9,Alex,What are the chances I’ll actually have cancer?,surprise,0.9659
Pair 9,Alex,What are the chances I’ll actually have cancer?,fear,0.7027
Pair 9,Alex,What are the chances I’ll actually have cancer?,anticipation,0.2761
Pair 9,Alex,What are the chances I’ll actually have cancer?,disgust,0.0052
Pair 9,Alex,What are the chances I’ll actually have cancer?,anger,0.0017
Pair 9,Alex,What are the chances I’ll actually have cancer?,trust,0.0012
Pair 9,Alex,What are the chances I’ll actually have cancer?,sadness,0.0008
Pair 9,Alex,What are the chances I’ll actually have cancer?,joy,0.0001
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",surprise,0.3461
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",trust,0.0427
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",anticipation,0.0254
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",joy,0.0194
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",fear,0.0101
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",sadness,0.0082
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",disgust,0.0077
Pair 9,Cognito,"Statistics vary based on age, family history, and other risk factors. In many cases, a positive FOBT result is caused by benign conditions such as polyps or haemorrhoids. However, a colonoscopy is necessary to rule out colorectal cancer or confirm any diagnosis",anger,0.0059
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,surprise,0.9724
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,fear,0.4092
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,anticipation,0.0993
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,disgust,0.0906
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,anger,0.0767
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,trust,0.0644
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,sadness,0.041
Pair 10,Alex,Im still not ready for this. What happens if I delay the colonoscopy?,joy,0.0017
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",surprise,0.3602
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",anticipation,0.1398
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",fear,0.0763
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",disgust,0.0126
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",trust,0.0121
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",joy,0.0073
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",anger,0.0054
Pair 10,Cognito,"Delaying a colonoscopy could postpone the diagnosis of potential issues, including early-stage colorectal cancer, which is treatable if caught early. The longer you wait, the higher the risk that an undiagnosed condition could progress, making treatment more complex in the future.",sadness,0.0043
