Conversation Pair,Speaker,Text,Emotion,Probability
Pair 6,Alex, How soon can I get back to normal after it?,fear,0.1343
Pair 6,Alex, How soon can I get back to normal after it?,sadness,0.122
Pair 6,Alex, How soon can I get back to normal after it?,disgust,0.0887
Pair 6,Alex, How soon can I get back to normal after it?,anticipation,0.0785
Pair 6,Alex, How soon can I get back to normal after it?,joy,0.0054
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",surprise,0.6803
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",trust,0.3158
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",sadness,0.2015
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",anger,0.1854
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",fear,0.1213
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",anticipation,0.1197
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",disgust,0.0439
Pair 6,Affecto," You'll need to take it easy for the rest of the day, but most people feel back to normal by the next day. Just give yourself time to rest.",joy,0.0289
Pair 7,Alex, What happens if they find something?,anticipation,0.7972
Pair 7,Alex, What happens if they find something?,surprise,0.5619
Pair 7,Alex, What happens if they find something?,fear,0.084
Pair 7,Alex, What happens if they find something?,trust,0.0446
Pair 7,Alex, What happens if they find something?,joy,0.0203
Pair 7,Alex, What happens if they find something?,anger,0.0192
Pair 7,Alex, What happens if they find something?,disgust,0.0028
Pair 7,Alex, What happens if they find something?,sadness,0.001
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",trust,0.5725
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",anticipation,0.4045
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",surprise,0.0834
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",joy,0.046
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",fear,0.0061
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",sadness,0.0025
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",anger,0.0023
Pair 7,Affecto," If they find something, the doctors will take good care of you. They'll explain everything and discuss the best steps for any treatments if needed. Remember, catching anything early is a big advantage.",disgust,0.0009
Pair 8,Alex, What if they don't find anything?,fear,0.9387
Pair 8,Alex, What if they don't find anything?,surprise,0.7305
Pair 8,Alex, What if they don't find anything?,sadness,0.3814
Pair 8,Alex, What if they don't find anything?,anger,0.3365
Pair 8,Alex, What if they don't find anything?,anticipation,0.1473
Pair 8,Alex, What if they don't find anything?,disgust,0.0749
Pair 8,Alex, What if they don't find anything?,trust,0.0723
Pair 8,Alex, What if they don't find anything?,joy,0.0009
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",trust,0.6113
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",anticipation,0.3871
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",joy,0.3243
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",surprise,0.3022
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",fear,0.1779
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",sadness,0.0237
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",disgust,0.0012
Pair 8,Affecto," If they don’t find anything, that will be a relief, won’t it? It means this was just a precaution, and you can go back to your daily life without this worry. You will be fine.",anger,0.0009
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,fear,0.8254
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,trust,0.3417
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,surprise,0.3067
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,anger,0.1336
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,anticipation,0.0727
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,sadness,0.0346
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,disgust,0.0282
Pair 9,Alex, I'm worried about the whole thing. What should I do to calm down?,joy,0.0002
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",fear,0.5147
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",surprise,0.2384
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",trust,0.1701
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",anticipation,0.0276
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",sadness,0.0222
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",disgust,0.0095
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",anger,0.0051
Pair 9,Affecto," It’s completely understandable to feel worried, Alex. Try some relaxation techniques that work for you, like deep breathing, meditation, or talking to a friend. Staying calm and collecting your thoughts can really help your state of mind.",joy,0.002
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",anticipation,0.2402
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",trust,0.2245
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",surprise,0.2169
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",joy,0.0782
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",fear,0.0369
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",anger,0.0216
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",sadness,0.0132
Pair 10,Alex," Thank you, that helps a bit. What should I do next?",disgust,0.0046
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",joy,0.4992
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",trust,0.3054
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",surprise,0.2353
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",anticipation,0.1807
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",fear,0.0368
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",sadness,0.0151
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",disgust,0.0078
Pair 10,Affecto," You're welcome, Alex. The next step is to schedule your colonoscopy. Call your healthcare provider to arrange it. In the meantime, keep yourself occupied with things you enjoy and stay positive. Everything is going to be alright.",anger,0.0065
