Conversation Pair,Speaker,Text,Emotion,Probability
Pair 2,Alex,Does this mean I have cancer?,anticipation,0.0022
Pair 2,Alex,Does this mean I have cancer?,anger,0.0003
Pair 2,Alex,Does this mean I have cancer?,disgust,0.0002
Pair 2,Alex,Does this mean I have cancer?,trust,0.0001
Pair 2,Alex,Does this mean I have cancer?,sadness,0.0001
Pair 2,Alex,Does this mean I have cancer?,joy,0
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",fear,0.8044
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",surprise,0.1727
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",trust,0.1118
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",sadness,0.0288
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",anticipation,0.0169
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",joy,0.01
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",disgust,0.0082
Pair 2,Affecto,"It is completely natural to feel worried, Alex, but I want to reassure you that a positive FOBT doesn’t necessarily mean cancer. There are a lot of other causes, like polyps or inflammation, which are often manageable. The colonoscopy will give your doctors a clear picture, and whatever it is, catching it early is the best thing you can do. You’re already taking control of your health, and that’s something to feel good about.",anger,0.005
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,fear,0.9922
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,surprise,0.8647
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,sadness,0.3045
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,disgust,0.2174
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,anticipation,0.0247
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,trust,0.009
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,anger,0.0064
Pair 3,Alex,Do I really need to go through with the colonoscopy? I’m scared,joy,0.0001
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",fear,0.8151
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",trust,0.403
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",surprise,0.338
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",anticipation,0.2613
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",sadness,0.0834
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",anger,0.0217
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",joy,0.0156
Pair 3,Affecto,"It is okay to feel nervous, Alex. A lot of people feel the same way, but the good news is that during the procedure, you’ll be sedated and won’t feel much of anything. It’s a quick process, and your care team will make sure you’re as comfortable as possible. Facing something like this is hard, but you’re already showing so much strength by moving forward with it",disgust,0.0104
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",fear,0.772
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",anticipation,0.397
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",trust,0.2867
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",surprise,0.2736
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",sadness,0.1715
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",disgust,0.0766
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",anger,0.0575
Pair 4,Alex,"I guess that makes sense. I’ve heard the sedation helps a lot. I’m still a little worried, but maybe it won’t be as bad as I thought.",joy,0.0262
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",surprise,0.9061
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",trust,0.4466
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",anticipation,0.3015
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",joy,0.207
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",fear,0.0763
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",sadness,0.043
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",anger,0.0285
Pair 4,Affecto,"That's exactly right, Alex. Most people are surprised by how easy it is once it’s over. The sedation will help you relax or sleep through the procedure, and before you know it, it will be done. And just think—once it’s finished, you’ll have a clearer understanding of what’s going on, and that can bring you peace of mind. You’re doing the best thing for your health",disgust,0.0082
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",anticipation,0.67
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",surprise,0.5988
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",trust,0.4648
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",fear,0.2405
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",joy,0.134
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",anger,0.0378
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",sadness,0.0342
Pair 5,Alex,"Okay, I’m feeling a bit better about it now. I think I can handle the colonoscopy, especially since it’s quick.",disgust,0.0134
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",joy,0.5444
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",trust,0.297
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",surprise,0.1464
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",anticipation,0.096
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",fear,0.018
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",anger,0.0067
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",sadness,0.0022
Pair 5,Affecto,"Im so glad to hear that, Alex. The fact that you’re feeling more at ease is a big step forward. The procedure itself is over before you know it, and afterward, you’ll be on your way to getting the answers you need. You’re doing an amazing job of taking control of your health, and that’s something to be really proud of",disgust,0.0003
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",anticipation,0.7718
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",surprise,0.422
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",trust,0.3335
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",fear,0.0139
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",joy,0.0136
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",anger,0.0006
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",disgust,0.0004
Pair 6,Alex,"Im feeling more confident, but how long will it take to get the results after the colonoscopy?",sadness,0.0002
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",joy,0.7109
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",trust,0.5006
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",anticipation,0.2874
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",surprise,0.2324
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",fear,0.1052
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",sadness,0.0055
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",anger,0.0054
Pair 6,Affecto,"Im really happy to hear that you’re feeling more confident, Alex. After the colonoscopy, if they take any tissue samples, you should get the results within a few days to a week. It might feel like a long wait, but knowing that you’re on the right path can help ease that anxiety. In the meantime, focus on doing things that bring you comfort—like spending time with loved ones or doing something you enjoy.",disgust,0.0015
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",anticipation,0.8932
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",fear,0.1124
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",sadness,0.105
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",trust,0.0648
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",anger,0.0395
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",surprise,0.0228
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",disgust,0.0101
Pair 7,Alex,"Yeah, the waiting is always hard for me, but I think I’ll manage. I’ll try to stay busy",joy,0.0003
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",anticipation,0.7807
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",trust,0.2348
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",fear,0.1896
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",surprise,0.1732
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",joy,0.1351
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",anger,0.0188
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",sadness,0.0157
Pair 7,Affecto,"It is completely understandable to feel anxious while waiting, but it sounds like you’ve got a great approach. Staying busy and doing things that make you feel good can help take your mind off the wait. You’ve done everything right so far, and that’s something to hold onto. You’re stronger than you think, and you’re handling this incredibly well",disgust,0.0042
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,trust,0.469
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,joy,0.4632
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,anticipation,0.4411
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,surprise,0.3551
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,fear,0.0455
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,anger,0.0226
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,sadness,0.0063
Pair 8,Alex,You are right. I’m feeling a lot better about all this compared to when I first got the FOBT result.,disgust,0.0031
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",joy,0.6626
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",trust,0.3238
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",surprise,0.1972
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",fear,0.1299
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",anticipation,0.0867
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",anger,0.0048
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",sadness,0.0005
Pair 8,Affecto,"That is wonderful to hear, Alex. You’ve come a long way from that initial worry and fear, and now you’re feeling more confident and in control. That’s a huge achievement, and it shows how resilient you are. You’ve made all the right choices for your health, and that’s something you can be proud of.",disgust,0.0002
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",fear,0.8693
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",surprise,0.2317
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",anticipation,0.0638
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",sadness,0.014
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",disgust,0.0107
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",trust,0.0085
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",anger,0.0042
Pair 9,Alex,"I still have a bit of nervousness about what the colonoscopy might show, but I feel ready for it now.",joy,0.0003
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",fear,0.7144
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",trust,0.6425
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",joy,0.0816
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",surprise,0.0493
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",anger,0.0101
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",anticipation,0.01
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",sadness,0.0086
Pair 9,Affecto,"That little bit of nervousness is totally natural, Alex. But it’s great to hear that you’re feeling ready. Whatever the colonoscopy shows, you’ll be prepared to handle it, and you’ve got a healthcare team ready to support you. You’ve already shown so much courage in taking these steps, and I’m sure you’ll get through this just fine.",disgust,0.0027
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",anticipation,0.531
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",trust,0.4039
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",joy,0.2617
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",surprise,0.2098
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",fear,0.072
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",anger,0.0613
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",sadness,0.0064
Pair 10,Alex,"Thanks for all your help. I’m feeling much more positive now, and I think I can face whatever comes next",disgust,0.0062
Pair 10,Affecto,"You are very welcome, Alex. I’m so glad I could help you feel more positive and prepared. You’ve handled this with so much grace, and I have no doubt you’ll continue to face everything that comes next with the same strength. Just remember, you’ve got support all around you. Take care of yourself, and feel free to reach out anytime you need more reassurance.",trust,0.6472
